
1d16390f-f573-440f-b487-c271a5eb0c08,fabad3b7-a0f7-4342-b479-8e58f2655f9b,d31d9b77-074a-4d2a-aadf-8d93850ea634,отсутствовал
61183d32-a061-4557-b38f-2b0b93dfe6bd,a3f84f6d-5911-4211-b570-f7f2721d1e63,2164c6f7-5d45-417b-bcad-e530cbad9d8d,ожидает
8232a7ba-ef42-4506-936d-c2ef96891798,a62aa726-1a69-42e4-a587-e6cebdc41bb0,20339f47-a739-46f0-a99d-3641704708a1,ожидает
db223c34-fb81-4544-81c7-59f7ee7aa45e,f51e0af9-d66e-4c2c-8276-6f54865b7d20,034d37d0-0cc1-429a-8810-27d0e424fe28,ожидает
e4f3d9fc-0c80-44e5-b480-2e89f8a0f7c2,356d936a-fb11-40f1-b70b-f17bb2290d4a,f3f7a091-4553-49a0-b86b-17a8a3e8d866,ожидает
e3a9daed-abcb-4d5a-9344-46fbf2e57758,a3f84f6d-5911-4211-b570-f7f2721d1e63,d474792f-ca8f-44ed-a29e-a55a69a8fe02,отсутствовал
f60193bf-cd5a-4ac4-8496-1ae7d1fe4586,9513ccf1-9dc3-401e-8a39-601e2900a5e5,3d047124-5400-485c-9e3f-4e2413804de2,ожидает
da18cfcf-b0ea-424b-a4f7-7d5096f461b3,a3f84f6d-5911-4211-b570-f7f2721d1e63,06083606-1d00-4a23-99a2-a8afd7714d7a,посетил
6e20e89e-8eff-4a45-bdaf-0fa5489ae0eb,8872c07c-0e03-4f5b-b3c3-b0fe38638a50,bf4dd057-95af-4a78-8f80-99396d4d1494,посетил
49901777-ae29-4605-83db-14a6de255a68,16faddbb-2d37-47fd-b0dc-ca45c4bc957f,6162780f-e29a-43ac-8c48-df40e0f77940,отсутствовал
fd626e7c-0d28-4bf5-9f54-f3c16b5270ae,815ec7bc-299c-4c3d-b692-c2967b673a03,a83562d4-e9ad-466e-b271-87d7a91afd73,посетил
df97aa13-30a9-467b-9002-1e7ad6e83a52,443ef35a-6ab0-4e9f-ad10-d843600bd627,0ce2ce63-f048-4948-976f-3858b08b2564,посетил
281dfd11-18fd-4c7c-a487-86ac29740aac,6a5ba810-522e-4503-9b05-a526396ddd98,cf20486b-adc3-46d1-95d4-3562f2b8bed7,ожидает
