
12b5afbf-b4f2-48a3-ac7c-caf101924af2,7b845ca3-c6cc-4327-819f-05fd841ba86f,2024-09-22,63633.110909972595
48705a40-95e4-4245-9e69-b80292342b39,a037d675-df82-4457-a2ec-5c6734b8e0af,2024-09-01,184573.95521030505
28ad7e04-cc6c-4803-82c7-11f34ace26e4,d55d3386-078d-4751-aee3-b45bf13bdaa6,2024-11-12,101479.49632250139
7b93dec5-2eee-48b9-9036-2965c119bb10,f8fb2a2a-4051-47fd-83ed-6e29bd8180a6,2024-10-16,127146.44367891784
f8c1531d-c099-4740-adb2-3b130b689a66,f5cdf4c5-9648-4b5e-b53d-2dbdb55a7bcd,2025-01-04,87504.9440136547
956e48c0-61c6-465a-8d53-2150b0f784ac,164de238-8a1c-4436-b33f-8d47e1e7cf44,2025-02-02,36246.56217038802
221babd2-0f7b-425e-bc68-fe5bf6cb8262,231210b0-54ee-4383-8715-0818265ce2d4,2024-05-15,114360.99249016916
88097534-a788-48b4-873f-b2bb1ee30950,ef82cffe-7aef-4b45-969c-574f0983599c,2025-04-05,232711.07155455364
e4caad3f-495b-4b30-977e-5033c3fd7594,00a5e44c-6c79-45bb-9ab5-b3055bfd9baa,2024-09-14,42110.28212486406
cd1fca42-9581-41fc-a66f-ba4d801dd5a3,4d9162f9-c411-47f8-870f-d7a9a1c2c978,2024-07-12,245353.34827432648
b058ae1b-d7d8-4e1c-94ab-967529e405f3,4be62a7e-b067-4374-90c0-818b07314189,2024-11-05,83649.99963880275
2fb6f041-aeae-4db1-91fb-a85c402ce722,cd283c28-80e4-4c93-b5f4-3712efd701a0,2024-08-31,196781.2912056445
b5cdd268-4ff3-48ee-8cc1-c42391702ea9,2d3c5438-d14b-4521-9c45-bec96ebe7ff5,2025-01-26,83794.15438002482
e8b6358c-8038-4092-9561-46edc3ac461c,ebf47b13-ac9a-4381-bc2f-e9204c178280,2024-10-26,98751.19293155611
