100	0.03960000000000001
1100	0.12310000000000001
2100	0.1731
3100	0.31710000000000005
4100	0.4282
5100	0.5739
6100	0.5327999999999999
7100	0.8039999999999999
8100	1.0996
9100	0.8605
10100	1.1599
11100	1.2948
12100	1.4129999999999998
13100	1.5689
14100	1.8451
15100	1.7899
16100	2.0740000000000003
17100	2.4775
18100	2.5724
19100	3.2912
20100	3.3467
21100	4.1068
22100	6.8238
23100	19.1875
24100	6.5414
25100	6.0323
26100	4.352
27100	4.0108999999999995
28100	3.626
29100	3.6507000000000005
30100	3.4215000000000004
31100	3.3412999999999995
32100	3.1484999999999994
33100	3.1491
34100	3.3350999999999997
35100	3.1942000000000004
36100	3.4503
37100	4.0842
38100	4.245500000000001
39100	5.1808
40100	6.439100000000001
41100	8.8353
42100	8.3047
43100	9.8388
44100	9.7193
45100	12.5102
46100	6.7652
47100	5.9041
48100	5.7999
49100	5.1685
50100	5.6018
51100	6.251399999999999
52100	6.8316
53100	6.523599999999999
54100	8.5002
55100	8.889800000000001
56100	15.0525
57100	23.970999999999997
58100	13.2618
59100	8.604099999999999
60100	8.087
61100	9.665299999999998
62100	9.1988
63100	7.848699999999999
64100	10.149899999999999
65100	13.753600000000002
66100	22.247099999999996
67100	20.5094
68100	19.881500000000003
69100	11.5341
70100	9.0405
71100	9.0855
72100	7.7783
73100	7.816799999999999
74100	8.744
75100	11.671700000000001
76100	25.0995
77100	15.742300000000004
78100	10.859799999999998
79100	8.888900000000001
80100	10.160599999999999
81100	17.275299999999998
82100	10.6782
83100	7.9298
84100	7.0384
85100	6.5055000000000005
86100	8.294
87100	12.078699999999998
88100	14.210500000000001
89100	36.143499999999996
90100	21.3227
91100	11.0654
92100	14.1809
93100	12.1126
94100	13.871500000000001
95100	15.5422
96100	13.949900000000003
97100	11.336500000000003
98100	9.4859
99100	9.365300000000001
